name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,PassengerId,Age Group,Fare Quartile,cabin,member_type,is_survived,port,bridge,is_survived2,diff
"Sjöblom, Miss. Anna Sofia",female,18,3rd,S,Finland,3101265,6.0911,0,0,yes,1117,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Sjöstedt, Mr. Ernst Adolf",male,59,2nd,S,Sweden,237442,13.1,0,0,no,1118,60+,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Skoog, Master. Harald",male,5,3rd,S,United States,347088,27.18,3,2,no,64,0-15,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Skoog, Master. Karl Thorsten",male,11,3rd,S,United States,347088,27.18,3,2,no,820,0-15,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Skoog, Miss. Mabel",female,9,3rd,S,United States,347088,27.18,3,2,no,635,0-15,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Skoog, Miss. Margit Elizabeth",female,2,3rd,S,United States,347088,27.18,3,2,no,643,0-15,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Skoog, Mrs. Anna Bernhardina",female,43,3rd,S,Sweden,347088,27.18,1,4,no,1123,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Skoog, Mr. Wilhelm Johansson",male,40,3rd,S,Sweden,347088,27.18,1,4,no,1124,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Slabenoff, Mr. Petco",male,42,3rd,S,NA,349214,7.1711,0,0,no,602,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Slayter, Miss. Hilda Mary",female,30,2nd,Q,Canada,234818,12.07,0,0,yes,323,31-45,1,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"Slemen, Mr. Richard James",male,35,2nd,S,England,28206,10.1,0,0,no,813,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Slocovski, Mr. Selman Francis",male,20,3rd,S,England,392086,8.01,0,0,no,88,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Sloper, Mr. William Thompson",male,28,1st,S,United States,113788,35.1,0,0,yes,24,16-30,3,A6,Passenger,1,"Southampton, England",Bridge A,1,0
"Smart, Mr. John Montgomery",male,56,1st,S,England,113792,26.11,0,0,no,468,45-60,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Smiljanic, Mr. Mile",male,37,3rd,S,Croatia,315037,8.1303,0,0,no,159,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Smith, Miss. Marion Elsie",female,49,2nd,S,England,31418,13,0,0,yes,347,45-60,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Smith, Mr. James Clinch",male,56,1st,C,France,17764,30.1311,0,0,no,175,45-60,2,A7,Passenger,0,"Cherbourg, France",Bridge A,0,0
"Smith, Mr. Lucian Philip",male,24,1st,C,United States,13695,60,1,0,no,1134,16-30,3,E34,Passenger,0,"Cherbourg, France",Bridge E,0,0
"Smith, Mr. Richard William",male,57,1st,S,England,113056,26,0,0,no,285,45-60,2,A19,Passenger,0,"Southampton, England",Bridge A,0,0
"Smith, Mrs. Mary Eloise",female,18,1st,C,United States,13695,60,1,0,yes,1136,16-30,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Smyth, Miss. Julia",female,18,3rd,Q,Ireland,335432,7.1408,0,0,yes,1052,16-30,Minimum,No cabin found,Passenger,1,"Queenstown, England",No bridge found,1,0
"Smyth, Mr. Thomas",male,27,3rd,Q,Ireland,384461,7.15,0,0,no,1138,16-30,Minimum,No cabin found,Passenger,0,"Queenstown, England",No bridge found,1,1
"Snyder, Mr. John Pillsbury",male,24,1st,S,United States,21228,82.0504,1,0,yes,1179,16-30,3,B45,Passenger,1,"Southampton, England",Bridge B,0,1
"Snyder, Mrs. Nelle",female,23,1st,S,United States,21228,82.0504,1,0,yes,1140,16-30,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Sobey, Mr. Samuel James Hayden",male,25,2nd,S,England,29178,13,0,0,no,135,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Søholt, Mr. Peter Andreas Lauritz Andersen",male,19,3rd,S,Norway,348124,7.13,0,0,no,1142,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Somerton, Mr. Francis William",male,31,3rd,S,England,18509,8.01,0,0,no,489,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Spector, Mr. Woolf",male,23,3rd,S,England,3236,8.01,0,0,no,1305,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Spedden, Master. Robert Douglas",male,6,1st,C,United States,16966,134.1,0,2,yes,1088,0-15,3,E34,Passenger,1,"Cherbourg, France",Bridge E,0,1
"Spedden, Mr. Frederic Oakley",male,45,1st,C,United States,16966,134.1,1,1,yes,1134,45-60,3,E34,Passenger,1,"Cherbourg, France",Bridge E,0,1
"Spedden, Mrs. Margaretta Corning",female,39,1st,C,United States,16966,134.1,1,1,yes,1147,31-45,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Spencer, Mrs. Marie Eugenie",female,48,1st,C,United States,17569,146.1005,1,0,yes,1148,45-60,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Spencer, Mr. William Augustus",male,57,1st,C,United States,17569,146.1005,1,0,no,1208,45-60,3,B78,Passenger,0,"Cherbourg, France",Bridge B,0,0
"Spinner, Mr. Henry John",male,31,3rd,S,England,369943,8.01,0,0,no,1022,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Stähelin-Maeglin, Dr. Max",male,32,1st,S,Switzerland,13214,30.1,0,0,yes,1151,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Staneff, Mr. Ivan",male,23,3rd,S,Bulgaria,349208,7.1711,0,0,no,77,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Stankovic, Mr. Ivan",male,33,3rd,C,Croatia,349239,8.1309,0,0,no,286,31-45,1,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Stanley, Miss. Amy Zillah Elsie",female,24,3rd,S,England,2314,7.11,0,0,yes,650,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Stanley, Mr. Rowland Edwin",male,22,3rd,S,England,45380,8.01,0,0,no,1155,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Stanton, Mr. Samuel Ward",male,42,2nd,C,United States,237734,15,0,0,no,1002,31-45,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Stead, Mr. William Thomas",male,62,1st,S,England,113514,26.11,0,0,no,253,60+,2,C87,Passenger,0,"Southampton, England",Bridge C,0,0
"Stengel, Mr. Charles Emil Henry",male,54,1st,C,United States,11778,55.081,1,0,yes,1069,45-60,3,C116,Passenger,1,"Cherbourg, France",Bridge C,0,1
"Stengel, Mrs. Annie May",female,43,1st,C,Ireland,11778,55.081,1,0,yes,1159,31-45,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Stephenson, Mrs. Martha",female,52,1st,C,United States,36947,78.0504,1,0,yes,1160,45-60,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Stewart, Mr. Albert Ankeny",male,64,1st,C,United States,17605,27.1405,0,0,no,1161,60+,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Stokes, Mr. Philip Joseph",male,24,2nd,S,England,13540,10.1,0,0,no,1243,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Stone, Mrs. Martha Evelyn",female,61,1st,S,United States,113572,80,0,0,yes,1163,60+,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Storey, Mr. Thomas",male,59,3rd,S,England,370160,,0,0,no,1044,60+,#N/A,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Stoytcheff, Mr. Ilia",male,19,3rd,S,Bulgaria,349205,7.1711,0,0,no,567,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Strandberg, Miss. Ida Sofia",female,22,3rd,S,Finland,7553,9.1609,0,0,no,475,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Strandén, Mr. Juho Niilosson",male,30,3rd,S,Finland,3101288,7.1806,0,0,yes,1167,31-45,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Straus, Mr. Isidor",male,67,1st,S,United States,17483,221.1507,1,0,no,973,60+,3,C55 C57,Passenger,0,"Southampton, England",Bridge C,0,0
"Straus, Mrs. Rosalie Ida",female,63,1st,S,Germany,17483,221.1507,1,0,no,1169,60+,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Strilic, Mr. Ivan",male,27,3rd,S,Croatia,315083,8.1303,0,0,no,1255,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Ström, Miss. Telma Matilda",female,2,3rd,S,United States,347054,10.0903,0,1,no,1171,0-15,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Ström, Mrs. Elna Matilda",female,29,3rd,S,Sweden,347054,10.0903,1,1,no,1172,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Sunderland, Mr. Victor Francis",male,20,3rd,S,England,392089,8.01,0,0,yes,221,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Sundman, Mr. Johan Julian",male,44,3rd,S,Finland,3101269,7.1806,0,0,yes,415,45-60,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Sutehall, Mr. Henry Jr",male,25,3rd,S,England,392076,7.01,0,0,no,885,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Sutton, Mr. Frederick",male,61,1st,S,England,36963,32.0605,0,0,no,626,60+,3,D50,Passenger,0,"Southampton, England",Bridge D,0,0
"Svensson, Mr. Johan",male,74,3rd,S,Sweden,347060,7.1506,0,0,no,852,60+,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Svensson, Mr. Johan Cervin",male,14,3rd,S,Sweden,7538,9.0406,0,0,yes,897,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Svensson, Mr. Olof",male,24,3rd,S,Sweden,350035,7.1511,0,0,no,500,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Swane, Mr. George",male,19,2nd,S,England,248734,13,0,0,no,1001,16-30,1,F,Passenger,0,"Southampton, England",Bridge F,0,0
"Sweet, Mr. George Frederick",male,14,2nd,S,England,220845,65,0,0,no,1122,16-30,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Swift, Mrs. Margaret Welles",female,46,1st,S,United States,17466,25.1807,0,0,yes,1182,45-60,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Tannūs, Master. As'ad",male,0.4166666667,3rd,C,Lebanon,2625,8.1004,0,1,yes,1183,0-15,1,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Tannūs, Mr. Bashīr",male,30,3rd,C,Lebanon,2621,6.0809,1,0,no,1184,31-45,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Tannūs, Mrs. Thamīn",female,16,3rd,C,Lebanon,2625,8.1004,1,1,yes,1185,16-30,1,A34,Passenger,1,"Cherbourg, France",Bridge A,0,1
"Taussig, Miss. Ruth",female,18,1st,S,United States,110413,79.13,0,2,yes,586,16-30,3,E68,Passenger,1,"Southampton, England",Bridge E,1,0
"Taussig, Mr. Emil",male,52,1st,S,United States,110413,79.13,1,1,no,263,45-60,3,E67,Passenger,0,"Southampton, England",Bridge E,0,0
"Taussig, Mrs. Tillie",female,39,1st,S,United States,110413,79.13,1,1,yes,1188,31-45,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Taylor, Mr. Elmer Zebley",male,48,1st,S,United States,19996,52,1,0,yes,713,45-60,3,C126,Passenger,1,"Southampton, England",Bridge C,1,0
"Taylor, Mr. Percy Cornelius",male,40,2nd,S,England,250654,,Crew,Crew,no,1190,31-45,#N/A,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Taylor, Mrs. Juliet Cummins",female,49,1st,S,United States,19996,52,1,0,yes,1191,45-60,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Tenglin, Mr. Gunnar Isidor",male,25,3rd,S,Sweden,350033,7.1511,0,0,yes,987,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Thayer, Mr. John Borland",male,49,1st,C,United States,17421,110.1708,1,1,no,699,45-60,3,C68,Passenger,0,"Cherbourg, France",Bridge C,0,0
"Thayer, Mr. John Borland jr",male,17,1st,C,United States,17421,110.1708,0,2,yes,551,16-30,3,C70,Passenger,1,"Cherbourg, France",Bridge C,1,0
"Thayer, Mrs. Marian Longstreth",female,39,1st,C,United States,17421,110.1708,1,1,yes,1195,31-45,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Theobald, Mr. Thomas Leonard",male,34,3rd,S,England,363294,8.01,0,0,no,759,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Thomas/Tannous, Mr. John",male,34,3rd,C,NA,2681,6.0809,0,0,no,1197,31-45,Minimum,B26,Passenger,0,"Cherbourg, France",Bridge B,1,1
"Thomas/Tannous, Mr. Tannous",male,16,3rd,C,NA,2684,7.0406,0,0,no,1198,16-30,Minimum,C22 C26,Passenger,0,"Cherbourg, France",Bridge C,0,0
"Thompson, Mr. Alexander Mellis",male,37,3rd,S,Scotland,32302,8.01,0,0,no,1199,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Thorne, Miss. Gertrude Maybelle",female,38,1st,C,United States,17585,80,0,0,yes,1200,31-45,3,B69,Passenger,1,"Cherbourg, France",Bridge B,0,1
"Thorneycroft, Mr. Percival",male,37,3rd,S,England,376564,16.02,1,0,no,640,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Thorneycroft, Mrs. Florence Kate",female,33,3rd,S,England,376564,16.02,1,0,yes,1202,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Tikkanen, Mr. Juho",male,32,3rd,S,Finland,3101293,7.1806,0,0,no,383,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Tobin, Mr. Roger",male,20,3rd,Q,Ireland,383121,7.15,0,0,no,777,16-30,Minimum,F38,Passenger,0,"Queenstown, England",Bridge F,0,0
"Todoroff, Mr. Lalio",male,23,3rd,S,Bulgaria,349216,7.1711,0,0,no,30,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Tomlin, Mr. Ernest Portage",male,22,3rd,S,England,364499,8.01,0,0,no,815,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Toomey, Miss. Ellen Mary",female,48,2nd,S,Ireland,13531,10.1,0,0,yes,1207,45-60,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Törber, Mr. Ernst Wilhelm",male,41,3rd,S,England,364511,8.01,0,0,no,1208,31-45,1,B78,Passenger,0,"Southampton, England",Bridge B,0,0
"Torfa, Mr. Assad",male,20,3rd,C,Lebanon,2673,7.0407,0,0,no,1065,16-30,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Törnquist, Mr. William Henry",male,26,3rd,S,Sweden,Crew,,0,0,yes,1210,16-30,#N/A,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Totevski, Mr. Hristo Danchev",male,25,3rd,S,Bulgaria,349203,7.1711,0,0,no,1211,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Troupiansky, Mr. Moses Aaron",male,23,2nd,S,England,233639,13,0,0,no,735,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Trout, Mrs. Jessie Laird",female,27,2nd,S,Scotland,240929,12.13,0,0,yes,1213,16-30,1,F E57,Passenger,1,"Southampton, England",Bridge F,0,1
"Troutt, Miss. Edwina Celia",female,27,2nd,S,England,34218,10.1,0,0,yes,1214,16-30,1,F2,Passenger,1,"Southampton, England",Bridge F,0,1
"Tucker, Mr. Gilbert Milligan jr",male,31,1st,C,United States,2543,28.1009,0,0,yes,960,31-45,2,C53,Passenger,1,"Cherbourg, France",Bridge C,0,1
"Tu'mah, Master. Jirjis Yūsuf",male,8,3rd,C,Lebanon,2650,15.0411,1,1,yes,1216,0-15,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,1,0
"Tu'mah, Miss. Mariyam",female,9,3rd,C,Lebanon,2650,15.0411,1,1,yes,1217,0-15,2,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Tu'mah, Mrs. Hinnah",female,27,3rd,C,Lebanon,2650,15.0411,0,2,yes,1218,16-30,2,F4,Passenger,1,"Cherbourg, France",Bridge F,1,0
"Turcin, Mr. Stjepan",male,36,3rd,S,Croatia,349247,7.1711,0,0,no,190,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Turja, Miss. Anna Sofia",female,18,3rd,S,Finland,4138,9.161,0,0,yes,678,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Turkula, Mrs. Hedwig",female,63,3rd,S,Finland,4134,9.1109,0,0,yes,1221,60+,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Turpin, Mrs. Dorothy Ann",female,26,2nd,S,England,11668,21,1,0,no,1222,16-30,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Turpin, Mr. William John",male,29,2nd,S,England,11668,21,1,0,no,1223,31-45,2,A18,Passenger,0,"Southampton, England",Bridge A,0,0
"Uruchurtu, Don. Manuel Ramirez",male,39,1st,C,Mexico,17601,27.1405,0,0,no,1224,31-45,2,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"van Billiard, Master. James William",male,10,3rd,S,England,851,14.1,1,1,no,1236,0-15,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"van Billiard, Master. Walter John",male,9,3rd,S,England,851,14.1,1,1,no,1084,0-15,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"van Billiard, Mr. Austin Blyler",male,35,3rd,S,England,851,14.1,0,2,no,154,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Van den Steen, Mr. Leo Peter",male,28,3rd,S,Belgium,345783,9.1,0,0,no,1228,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Vandercruyssen, Mr. Victor",male,46,3rd,S,Belgium,345765,9,0,0,no,1229,45-60,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Van der hoef, Mr. Wyckoff",male,61,1st,S,United States,111240,33.1,0,0,no,171,60+,3,B19,Passenger,0,"Southampton, England",Bridge B,0,0
"Vanderplancke, Miss. Augusta Maria",female,18,3rd,S,Belgium,345764,18,2,0,no,1231,16-30,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Vanderplancke, Mr. Julius",male,31,3rd,S,Belgium,345763,18,3,0,no,1232,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Vanderplancke, Mr. Leo Edmondus",male,15,3rd,S,Belgium,345763,18,2,0,no,1233,16-30,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Vanderplancke, Mrs. Emelie Maria",female,31,3rd,S,Belgium,345763,18,1,0,no,1234,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Van de Velde, Mr. Johannes Josef",male,35,3rd,S,Belgium,345780,9.1,0,0,no,1235,31-45,1,B51 B53 B55,Passenger,0,"Southampton, England",Bridge B,1,1
"Vandewalle, Mr. Nestor Cyriel",male,28,3rd,S,Belgium,345770,9.1,0,0,no,1236,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Van Impe, Miss. Catharina",female,10,3rd,S,Belgium,345773,24.03,0,2,no,420,0-15,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Van Impe, Mr. Jean Baptiste",male,36,3rd,S,Belgium,345773,24.03,1,1,no,596,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Van Impe, Mrs. Rosalie Paula",female,30,3rd,S,Belgium,345773,24.03,1,1,no,1239,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"van Melckebeke, Mr. Philemon",male,23,3rd,S,Belgium,345777,9.1,0,0,no,1240,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Vartanian, Mr. David",male,22,3rd,C,Turkey,2658,7.0406,0,0,yes,1203,16-30,Minimum,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Veal, Mr. James",male,40,2nd,S,United States,28221,13,0,0,no,1081,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Vendel, Mr. Olof Edvin",male,20,3rd,S,Sweden,350416,7.1701,0,0,no,1127,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Veström, Miss. Hulda Amanda Adolfina",female,14,3rd,S,Sweden,350406,7.1701,0,0,no,1244,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Vovk, Mr. Janko",male,21,3rd,S,Slovenia,349252,7.1711,0,0,no,522,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Waelens, Mr. Achille",male,22,3rd,S,Belgium,345767,9,0,0,no,81,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Walker, Mr. William Anderson",male,48,1st,S,United States,36967,34,0,0,no,516,45-60,3,D46,Passenger,0,"Southampton, England",Bridge D,0,0
"Wallcroft, Miss. Ellen 'Nellie'",female,36,2nd,S,England,13528,21,0,0,yes,1248,31-45,2,C101,Passenger,1,"Southampton, England",Bridge C,1,0
"Ward, Miss. Annie Moore",female,37,1st,C,NA,17755,512.0607,0,0,yes,1249,31-45,4,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Ware, Mr. Frederick",male,35,3rd,S,England,359309,8.01,0,0,no,1308,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Ware, Mr. John James",male,47,2nd,S,England,31352,21,1,0,no,1170,45-60,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Ware, Mrs. Florence Louise",female,32,2nd,S,England,31352,21,0,0,yes,1252,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Ware, Mr. William Jeffery",male,23,2nd,S,England,28666,10.1,1,0,no,1298,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Warren, Mr. Charles William",male,31,3rd,S,England,49867,7.11,0,0,no,1159,31-45,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Warren, Mr. Frank Manley",male,63,1st,C,United States,110813,75.05,1,0,no,1128,60+,3,D37,Passenger,0,"Cherbourg, France",Bridge D,0,0
"Warren, Mrs. Anna Sophia",female,60,1st,C,England,110813,75.05,1,0,yes,1256,60+,3,E50,Passenger,1,"Cherbourg, France",Bridge E,1,0
"Watson, Mr. Ennis Hastings",male,19,2nd,B,Northern Ireland,239856,,0,0,no,675,16-30,#N/A,No cabin found,Passenger,0,Boarded elswhere,No bridge found,0,0
"Watt, Miss. Robertha Josephine",female,12,2nd,S,Scotland,33595,15.15,0,0,yes,1258,0-15,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Watt, Mrs. Elizabeth",female,40,2nd,S,Scotland,33595,15.15,0,0,yes,1259,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Wazli, Mr. Yousif Ahmed",male,23,3rd,C,Lebanon,2647,7.0406,0,0,no,1260,16-30,Minimum,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,1,1
"Webber, Miss. Susan",female,37,2nd,S,England,27267,13,0,0,yes,124,31-45,1,E101,Passenger,1,"Southampton, England",Bridge E,1,0
"Webber, Mr. James",male,66,3rd,S,England,3101316,8.01,0,0,no,512,60+,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Weir, Colonel. John",male,59,1st,S,United States,113800,26.11,0,0,no,1263,60+,2,E39 E41,Passenger,0,"Southampton, England",Bridge E,1,1
"Weisz, Mr. Léopold",male,37,2nd,S,Hungary,228414,26,1,0,no,1264,31-45,2,B52 B54 B56,Passenger,0,"Southampton, England",Bridge B,0,0
"Weisz, Mrs. Mathilde Françoise",female,37,2nd,S,England,228414,26,1,0,yes,1265,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Wells, Master. Ralph Lester",male,2,2nd,S,England,29103,23,1,1,yes,981,0-15,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Wells, Miss. Joan",female,4,2nd,S,England,29103,23,1,1,yes,751,0-15,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Wells, Mrs. Addie Dart",female,29,2nd,S,England,29103,23,0,2,yes,1268,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Wennerström, Mr. August",male,27,3rd,S,Sweden,350043,7.1511,0,0,yes,1269,16-30,Minimum,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"West, Miss. Barbara Joyce",female,0.8333333333,2nd,S,England,34651,27.15,1,2,yes,1270,0-15,2,C39,Passenger,1,"Southampton, England",Bridge C,0,1
"West, Miss. Constance Mirium",female,4,2nd,S,England,34651,27.15,1,2,yes,59,0-15,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"West, Mr. Edwy Arthur",male,36,2nd,S,England,34651,27.15,1,2,no,451,31-45,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"West, Mrs. Ada Mary",female,33,2nd,S,England,34651,27.15,1,2,yes,1273,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Wheadon, Mr. Edward Henry",male,65,2nd,S,England,24579,10.1,0,0,no,1274,60+,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Wheeler, Mr. Edwin Charles",male,26,2nd,S,England,2159,12.1706,0,0,no,1275,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Whilems, Mr. Charles",male,31,2nd,S,England,244270,13,0,0,yes,1276,31-45,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"White, Mr. Percival Wayland",male,54,1st,S,United States,35281,77.0509,0,1,no,125,45-60,3,D26,Passenger,0,"Southampton, England",Bridge D,0,0
"White, Mr. Richard Frasar",male,21,1st,S,United States,35281,77.0509,0,1,no,103,16-30,3,D26,Passenger,0,"Southampton, England",Bridge D,0,0
"White, Mrs. Ella",female,55,1st,C,NA,17760,135.1208,0,0,yes,1279,45-60,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Wick, Col. George Dennick",male,57,1st,S,United States,36928,164.1704,1,1,no,1280,45-60,3,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Wick, Miss. Mary Natalie",female,31,1st,S,United States,36928,164.1704,0,2,yes,319,31-45,3,C7,Passenger,1,"Southampton, England",Bridge C,1,0
"Wick, Mrs. Mary Peebles",female,45,1st,S,United States,36928,164.1704,1,1,yes,1282,45-60,3,B24,Passenger,1,"Southampton, England",Bridge B,0,1
